Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Sweet potatoes,143478,591.0,65872.12,18.35
Wheat,25302,591.0,65872.12,18.1
Wheat,25302,591.0,65872.12,18.35
Cassava,100000,591.0,81582.64,16.71
Cassava,100000,591.0,81582.64,17.14
Maize,76655,591.0,81582.64,16.71
Maize,76655,591.0,81582.64,17.14
Potatoes,286765,591.0,81582.64,16.71
Potatoes,286765,591.0,81582.64,17.14
"Rice, paddy",65604,591.0,81582.64,16.71
"Rice, paddy",65604,591.0,81582.64,17.14
Sorghum,47021,591.0,81582.64,16.71
Sorghum,47021,591.0,81582.64,17.14
Soybeans,29712,591.0,81582.64,16.71
Soybeans,29712,591.0,81582.64,17.14
Sweet potatoes,141667,591.0,81582.64,16.71
Sweet potatoes,141667,591.0,81582.64,17.14
Wheat,26234,591.0,81582.64,16.71
Wheat,26234,591.0,81582.64,17.14
Cassava,100000,591.0,87149.01,17.71
Cassava,100000,591.0,87149.01,18.39
Maize,64525,591.0,87149.01,17.71
Maize,64525,591.0,87149.01,18.39
Potatoes,279412,591.0,87149.01,17.71
Potatoes,279412,591.0,87149.01,18.39
"Rice, paddy",68278,591.0,87149.01,17.71
"Rice, paddy",68278,591.0,87149.01,18.39
Sorghum,47474,591.0,87149.01,17.71
Sorghum,47474,591.0,87149.01,18.39
Soybeans,28216,591.0,87149.01,17.71
Soybeans,28216,591.0,87149.01,18.39
Sweet potatoes,145105,591.0,87149.01,17.71
Sweet potatoes,145105,591.0,87149.01,18.39
Wheat,28271,591.0,87149.01,17.71
Wheat,28271,591.0,87149.01,18.39
Cassava,101695,591.0,61586.56,18.16
Cassava,101695,591.0,61586.56,18.09
Maize,55760,591.0,61586.56,18.16
Maize,55760,591.0,61586.56,18.09
Potatoes,284439,591.0,61586.56,18.16
Potatoes,284439,591.0,61586.56,18.09
"Rice, paddy",68842,591.0,61586.56,18.16
"Rice, paddy",68842,591.0,61586.56,18.09
Sorghum,38752,591.0,61586.56,18.16
Sorghum,38752,591.0,61586.56,18.09
Soybeans,18480,591.0,61586.56,18.16
Soybeans,18480,591.0,61586.56,18.09
Sweet potatoes,151208,591.0,61586.56,18.16
Sweet potatoes,151208,591.0,61586.56,18.09
Wheat,19628,591.0,61586.56,18.16
Wheat,19628,591.0,61586.56,18.09
Cassava,101000,591.0,105915.04,17.33
Cassava,101000,591.0,105915.04,17.84
Maize,78040,591.0,105915.04,17.33
Maize,78040,591.0,105915.04,17.84
Potatoes,289849,591.0,105915.04,17.33
Potatoes,289849,591.0,105915.04,17.84
"Rice, paddy",57646,591.0,105915.04,17.33
"Rice, paddy",57646,591.0,105915.04,17.84
Sorghum,48163,591.0,105915.04,17.33
Sorghum,48163,591.0,105915.04,17.84
Soybeans,29053,591.0,105915.04,17.33
Soybeans,29053,591.0,105915.04,17.84
Sweet potatoes,149382,591.0,105915.04,17.33
Sweet potatoes,149382,591.0,105915.04,17.84
Wheat,27113,591.0,105915.04,17.33
Wheat,27113,591.0,105915.04,17.84
Cassava,100000,591.0,100424.62,17.58
Cassava,100000,591.0,100424.62,17.93
Maize,63503,591.0,100424.62,17.58
Maize,63503,591.0,100424.62,17.93
Potatoes,286657,591.0,100424.62,17.58
Potatoes,286657,591.0,100424.62,17.93
"Rice, paddy",67901,591.0,100424.62,17.58
"Rice, paddy",67901,591.0,100424.62,17.93
Sorghum,44029,591.0,100424.62,17.58
Sorghum,44029,591.0,100424.62,17.93
Soybeans,26053,591.0,100424.62,17.58
Soybeans,26053,591.0,100424.62,17.93
Sweet potatoes,148754,591.0,100424.62,17.58
Sweet potatoes,148754,591.0,100424.62,17.93
Wheat,35063,591.0,100424.62,17.58
Wheat,35063,591.0,100424.62,17.93
Cassava,100000,591.0,136185.08,18.18
Cassava,100000,591.0,136185.08,18.43
Maize,57346,591.0,136185.08,18.18
Maize,57346,591.0,136185.08,18.43
Potatoes,287821,591.0,136185.08,18.18
Potatoes,287821,591.0,136185.08,18.43
"Rice, paddy",66617,591.0,136185.08,18.18
"Rice, paddy",66617,591.0,136185.08,18.43
Sorghum,46534,591.0,136185.08,18.18
Sorghum,46534,591.0,136185.08,18.43
Soybeans,22814,591.0,136185.08,18.18
Soybeans,22814,591.0,136185.08,18.43
Sweet potatoes,148126,591.0,136185.08,18.18
Sweet potatoes,148126,591.0,136185.08,18.43
Wheat,32199,591.0,136185.08,18.18
Wheat,32199,591.0,136185.08,18.43
Cassava,99459,591.0,171945.54,16.45
Cassava,99459,591.0,171945.54,16.88
Maize,66037,591.0,171945.54,16.45
Maize,66037,591.0,171945.54,16.88
Potatoes,288984,591.0,171945.54,16.45
Potatoes,288984,591.0,171945.54,16.88
"Rice, paddy",67187,591.0,171945.54,16.45
"Rice, paddy",67187,591.0,171945.54,16.88
Sorghum,40852,591.0,171945.54,16.45
Sorghum,40852,591.0,171945.54,16.88
Soybeans,25391,591.0,171945.54,16.45
Soybeans,25391,591.0,171945.54,16.88
Sweet potatoes,147498,591.0,171945.54,16.45
Sweet potatoes,147498,591.0,171945.54,16.88
Wheat,26581,591.0,171945.54,16.45
Wheat,26581,591.0,171945.54,16.88
Maize,32344,562.0,8.0,7.44
Potatoes,111301,562.0,8.0,7.44
Wheat,21600,562.0,8.0,7.44
Maize,32261,562.0,8.0,7.69
Potatoes,134416,562.0,8.0,7.69
Wheat,22257,562.0,8.0,7.69
Maize,32667,562.0,23.0,8.84
Potatoes,131195,562.0,23.0,8.84
Wheat,17842,562.0,23.0,8.84
Maize,18261,562.0,23.9,9.76
Potatoes,131196,562.0,23.9,9.76
Wheat,25480,562.0,23.9,9.76
Maize,22239,562.0,32.0,9.55
Potatoes,129626,562.0,32.0,9.55
Wheat,23569,562.0,32.0,9.55
Maize,45548,562.0,41.46,9.1
Potatoes,109362,562.0,41.46,9.1
Wheat,17009,562.0,41.46,9.1
Maize,26082,562.0,50.92,10.28
Potatoes,134409,562.0,50.92,10.28
Wheat,20651,562.0,50.92,10.28
Maize,40303,562.0,60.38,10.11
Potatoes,130618,562.0,60.38,10.11
Wheat,19466,562.0,60.38,10.11
Maize,23178,562.0,69.85,9.68
Potatoes,87349,562.0,69.85,9.68
Wheat,16679,562.0,69.85,9.68
Maize,37913,562.0,79.31,10.18
Potatoes,114619,562.0,79.31,10.18
Wheat,22263,562.0,79.31,10.18
Maize,37380,562.0,88.77,9.41
Potatoes,122814,562.0,88.77,9.41
Wheat,23877,562.0,88.77,9.41
Maize,61791,562.0,204.77,9.55
Potatoes,161509,562.0,204.77,9.55
Wheat,23416,562.0,204.77,9.55
Maize,44692,562.0,220.51,9.58
Potatoes,164459,562.0,220.51,9.58
Wheat,20252,562.0,220.51,9.58
Maize,33271,562.0,227.55,9.89
Potatoes,163418,562.0,227.55,9.89
Wheat,14627,562.0,227.55,9.89
Maize,53262,562.0,241.71,9.44
Potatoes,184719,562.0,241.71,9.44
Wheat,25837,562.0,241.71,9.44
Maize,53424,562.0,218.2,9.51
Potatoes,189096,562.0,218.2,9.51
Wheat,24322,562.0,218.2,9.51
Maize,57763,562.0,198.36,9.67
Potatoes,185496,562.0,198.36,9.67
Wheat,22374,562.0,198.36,9.67
Maize,46724,562.0,278.72,11.31
Potatoes,170146,562.0,278.72,11.31
Wheat,21192,562.0,278.72,11.31
Maize,54257,562.0,278.72,8.93
Potatoes,194426,562.0,278.72,8.93
Wheat,28800,562.0,278.72,8.93
Maize,62215,562.0,278.72,10.2
Potatoes,207151,562.0,278.72,10.2
Wheat,26010,562.0,278.72,10.2
Maize,67114,562.0,278.72,11.08
Potatoes,215290,562.0,278.72,11.08
Wheat,31273,562.0,278.72,11.08
Maize,41821,534.0,17866.0,16.8
Maize,41821,534.0,17866.0,20.06
Maize,41821,534.0,17866.0,12.11
Maize,41821,534.0,17866.0,14.16
Maize,41821,534.0,17866.0,18.05
Maize,41821,534.0,17866.0,17.47
Potatoes,289832,534.0,17866.0,16.8
Potatoes,289832,534.0,17866.0,20.06
Potatoes,289832,534.0,17866.0,12.11
Potatoes,289832,534.0,17866.0,14.16
Potatoes,289832,534.0,17866.0,18.05
Potatoes,289832,534.0,17866.0,17.47
"Rice, paddy",88000,534.0,17866.0,16.8
"Rice, paddy",88000,534.0,17866.0,20.06
"Rice, paddy",88000,534.0,17866.0,12.11
"Rice, paddy",88000,534.0,17866.0,14.16
"Rice, paddy",88000,534.0,17866.0,18.05
"Rice, paddy",88000,534.0,17866.0,17.47
Sorghum,24883,534.0,17866.0,16.8
Sorghum,24883,534.0,17866.0,20.06
Sorghum,24883,534.0,17866.0,12.11
Sorghum,24883,534.0,17866.0,14.16
Sorghum,24883,534.0,17866.0,18.05
Sorghum,24883,534.0,17866.0,17.47
Soybeans,15718,534.0,17866.0,16.8
Soybeans,15718,534.0,17866.0,20.06
Soybeans,15718,534.0,17866.0,12.11
Soybeans,15718,534.0,17866.0,14.16
Soybeans,15718,534.0,17866.0,18.05
Soybeans,15718,534.0,17866.0,17.47
Sweet potatoes,137140,534.0,17866.0,16.8
Sweet potatoes,137140,534.0,17866.0,20.06
Sweet potatoes,137140,534.0,17866.0,12.11
Sweet potatoes,137140,534.0,17866.0,14.16
Sweet potatoes,137140,534.0,17866.0,18.05
Sweet potatoes,137140,534.0,17866.0,17.47
Wheat,16344,534.0,17866.0,16.8
Wheat,16344,534.0,17866.0,20.06
Wheat,16344,534.0,17866.0,12.11
Wheat,16344,534.0,17866.0,14.16
Wheat,16344,534.0,17866.0,18.05
Wheat,16344,534.0,17866.0,17.47
Maize,39938,534.0,17866.0,16.78
Maize,39938,534.0,17866.0,20.29
Maize,39938,534.0,17866.0,12.22
Maize,39938,534.0,17866.0,13.77
Maize,39938,534.0,17866.0,18.73
Maize,39938,534.0,17866.0,17.85
Potatoes,285359,534.0,17866.0,16.78
Potatoes,285359,534.0,17866.0,20.29
Potatoes,285359,534.0,17866.0,12.22
Potatoes,285359,534.0,17866.0,13.77
Potatoes,285359,534.0,17866.0,18.73
Potatoes,285359,534.0,17866.0,17.85
"Rice, paddy",88427,534.0,17866.0,16.78
"Rice, paddy",88427,534.0,17866.0,20.29
"Rice, paddy",88427,534.0,17866.0,12.22
"Rice, paddy",88427,534.0,17866.0,13.77
"Rice, paddy",88427,534.0,17866.0,18.73
"Rice, paddy",88427,534.0,17866.0,17.85
Sorghum,19865,534.0,17866.0,16.78
Sorghum,19865,534.0,17866.0,20.29
Sorghum,19865,534.0,17866.0,12.22
Sorghum,19865,534.0,17866.0,13.77
Sorghum,19865,534.0,17866.0,18.73
Sorghum,19865,534.0,17866.0,17.85
Soybeans,15551,534.0,17866.0,16.78
Soybeans,15551,534.0,17866.0,20.29
Soybeans,15551,534.0,17866.0,12.22
Soybeans,15551,534.0,17866.0,13.77
Soybeans,15551,534.0,17866.0,18.73
Soybeans,15551,534.0,17866.0,17.85
Sweet potatoes,151142,534.0,17866.0,16.78
Sweet potatoes,151142,534.0,17866.0,20.29
Sweet potatoes,151142,534.0,17866.0,12.22
Sweet potatoes,151142,534.0,17866.0,13.77
Sweet potatoes,151142,534.0,17866.0,18.73
Sweet potatoes,151142,534.0,17866.0,17.85
Wheat,14698,534.0,17866.0,16.78
Wheat,14698,534.0,17866.0,20.29
Wheat,14698,534.0,17866.0,12.22
Wheat,14698,534.0,17866.0,13.77
Wheat,14698,534.0,17866.0,18.73
Wheat,14698,534.0,17866.0,17.85
Maize,51721,534.0,22234.0,15.78
Maize,51721,534.0,22234.0,19.79
Maize,51721,534.0,22234.0,11.21
Maize,51721,534.0,22234.0,13.31
Maize,51721,534.0,22234.0,18.45
Maize,51721,534.0,22234.0,16.89
Potatoes,289220,534.0,22234.0,15.78
Potatoes,289220,534.0,22234.0,19.79
Potatoes,289220,534.0,22234.0,11.21
Potatoes,289220,534.0,22234.0,13.31
Potatoes,289220,534.0,22234.0,18.45
Potatoes,289220,534.0,22234.0,16.89
"Rice, paddy",88346,534.0,22234.0,15.78
"Rice, paddy",88346,534.0,22234.0,19.79
"Rice, paddy",88346,534.0,22234.0,11.21
"Rice, paddy",88346,534.0,22234.0,13.31
"Rice, paddy",88346,534.0,22234.0,18.45
"Rice, paddy",88346,534.0,22234.0,16.89
Sorghum,25431,534.0,22234.0,15.78
Sorghum,25431,534.0,22234.0,19.79
Sorghum,25431,534.0,22234.0,11.21
Sorghum,25431,534.0,22234.0,13.31
Sorghum,25431,534.0,22234.0,18.45
Sorghum,25431,534.0,22234.0,16.89
Soybeans,21141,534.0,22234.0,15.78
Soybeans,21141,534.0,22234.0,19.79
Soybeans,21141,534.0,22234.0,11.21
Soybeans,21141,534.0,22234.0,13.31
Soybeans,21141,534.0,22234.0,18.45
Soybeans,21141,534.0,22234.0,16.89
Sweet potatoes,127548,534.0,22234.0,15.78
Sweet potatoes,127548,534.0,22234.0,19.79
Sweet potatoes,127548,534.0,22234.0,11.21
Sweet potatoes,127548,534.0,22234.0,13.31
Sweet potatoes,127548,534.0,22234.0,18.45
Sweet potatoes,127548,534.0,22234.0,16.89
Wheat,17812,534.0,22234.0,15.78
Wheat,17812,534.0,22234.0,19.79
Wheat,17812,534.0,22234.0,11.21
Wheat,17812,534.0,22234.0,13.31
Wheat,17812,534.0,22234.0,18.45
Wheat,17812,534.0,22234.0,16.89
Maize,44261,534.0,23899.0,16.71
Maize,44261,534.0,23899.0,20.19
Maize,44261,534.0,23899.0,11.84
Maize,44261,534.0,23899.0,13.81
Maize,44261,534.0,23899.0,18.03
Maize,44261,534.0,23899.0,17.42
Potatoes,290981,534.0,23899.0,16.71
Potatoes,290981,534.0,23899.0,20.19
Potatoes,290981,534.0,23899.0,11.84
Potatoes,290981,534.0,23899.0,13.81
Potatoes,290981,534.0,23899.0,18.03
Potatoes,290981,534.0,23899.0,17.42
"Rice, paddy",76400,534.0,23899.0,16.71
"Rice, paddy",76400,534.0,23899.0,20.19
"Rice, paddy",76400,534.0,23899.0,11.84
"Rice, paddy",76400,534.0,23899.0,13.81
"Rice, paddy",76400,534.0,23899.0,18.03
"Rice, paddy",76400,534.0,23899.0,17.42
Sorghum,12834,534.0,23899.0,16.71
Sorghum,12834,534.0,23899.0,20.19
Sorghum,12834,534.0,23899.0,11.84
Sorghum,12834,534.0,23899.0,13.81
Sorghum,12834,534.0,23899.0,18.03
Sorghum,12834,534.0,23899.0,17.42
Soybeans,16168,534.0,23899.0,16.71
Soybeans,16168,534.0,23899.0,20.19
Soybeans,16168,534.0,23899.0,11.84
Soybeans,16168,534.0,23899.0,13.81
Soybeans,16168,534.0,23899.0,18.03
Soybeans,16168,534.0,23899.0,17.42
Sweet potatoes,132702,534.0,23899.0,16.71
Sweet potatoes,132702,534.0,23899.0,20.19
Sweet potatoes,132702,534.0,23899.0,11.84
Sweet potatoes,132702,534.0,23899.0,13.81
Sweet potatoes,132702,534.0,23899.0,18.03
Sweet potatoes,132702,534.0,23899.0,17.42
Wheat,19658,534.0,23899.0,16.71
Wheat,19658,534.0,23899.0,20.19
Wheat,19658,534.0,23899.0,11.84
Wheat,19658,534.0,23899.0,13.81
Wheat,19658,534.0,23899.0,18.03
Wheat,19658,534.0,23899.0,17.42
Maize,46620,534.0,21057.0,16.43
Maize,46620,534.0,21057.0,19.59
Maize,46620,534.0,21057.0,11.6
Maize,46620,534.0,21057.0,13.52
Maize,46620,534.0,21057.0,19.17
Maize,46620,534.0,21057.0,17.36
Potatoes,294270,534.0,21057.0,16.43
Potatoes,294270,534.0,21057.0,19.59
Potatoes,294270,534.0,21057.0,11.6
Potatoes,294270,534.0,21057.0,13.52
Potatoes,294270,534.0,21057.0,19.17
Potatoes,294270,534.0,21057.0,17.36
"Rice, paddy",81537,534.0,21057.0,16.43
"Rice, paddy",81537,534.0,21057.0,19.59
"Rice, paddy",81537,534.0,21057.0,11.6
"Rice, paddy",81537,534.0,21057.0,13.52
"Rice, paddy",81537,534.0,21057.0,19.17
"Rice, paddy",81537,534.0,21057.0,17.36
Sorghum,21697,534.0,21057.0,16.43
Sorghum,21697,534.0,21057.0,19.59
Sorghum,21697,534.0,21057.0,11.6
Sorghum,21697,534.0,21057.0,13.52
Sorghum,21697,534.0,21057.0,19.17
Sorghum,21697,534.0,21057.0,17.36
Soybeans,19999,534.0,21057.0,16.43
Soybeans,19999,534.0,21057.0,19.59
Soybeans,19999,534.0,21057.0,11.6
Soybeans,19999,534.0,21057.0,13.52
Soybeans,19999,534.0,21057.0,19.17
Soybeans,19999,534.0,21057.0,17.36
Sweet potatoes,140961,534.0,21057.0,16.43
Sweet potatoes,140961,534.0,21057.0,19.59
Sweet potatoes,140961,534.0,21057.0,11.6
Sweet potatoes,140961,534.0,21057.0,13.52
Sweet potatoes,140961,534.0,21057.0,19.17
Sweet potatoes,140961,534.0,21057.0,17.36
Wheat,11356,534.0,21057.0,16.43
Wheat,11356,534.0,21057.0,19.59
Wheat,11356,534.0,21057.0,11.6
Wheat,11356,534.0,21057.0,13.52
Wheat,11356,534.0,21057.0,19.17
Wheat,11356,534.0,21057.0,17.36
Maize,48263,534.0,25598.0,16.14
Maize,48263,534.0,25598.0,20.12
Maize,48263,534.0,25598.0,11.39
Maize,48263,534.0,25598.0,13.14
Maize,48263,534.0,25598.0,18.88
Maize,48263,534.0,25598.0,16.95
Potatoes,298183,534.0,25598.0,16.14
Potatoes,298183,534.0,25598.0,20.12
Potatoes,298183,534.0,25598.0,11.39
Potatoes,298183,534.0,25598.0,13.14
Potatoes,298183,534.0,25598.0,18.88
Potatoes,298183,534.0,25598.0,16.95
"Rice, paddy",88003,534.0,25598.0,16.14
"Rice, paddy",88003,534.0,25598.0,20.12
"Rice, paddy",88003,534.0,25598.0,11.39
"Rice, paddy",88003,534.0,25598.0,13.14
"Rice, paddy",88003,534.0,25598.0,18.88
"Rice, paddy",88003,534.0,25598.0,16.95
Sorghum,18555,534.0,25598.0,16.14
Sorghum,18555,534.0,25598.0,20.12
Sorghum,18555,534.0,25598.0,11.39
Sorghum,18555,534.0,25598.0,13.14
Sorghum,18555,534.0,25598.0,18.88
Sorghum,18555,534.0,25598.0,16.95
Soybeans,15318,534.0,25598.0,16.14
Soybeans,15318,534.0,25598.0,20.12
Soybeans,15318,534.0,25598.0,11.39
Soybeans,15318,534.0,25598.0,13.14
Soybeans,15318,534.0,25598.0,18.88
Soybeans,15318,534.0,25598.0,16.95
Sweet potatoes,155252,534.0,25598.0,16.14
Sweet potatoes,155252,534.0,25598.0,20.12
Sweet potatoes,155252,534.0,25598.0,11.39
Sweet potatoes,155252,534.0,25598.0,13.14
Sweet potatoes,155252,534.0,25598.0,18.88
Sweet potatoes,155252,534.0,25598.0,16.95
Wheat,17899,534.0,25598.0,16.14
Wheat,17899,534.0,25598.0,20.12
Wheat,17899,534.0,25598.0,11.39
Wheat,17899,534.0,25598.0,13.14
Wheat,17899,534.0,25598.0,18.88
Wheat,17899,534.0,25598.0,16.95
Maize,57689,534.0,31185.0,16.12
Maize,57689,534.0,31185.0,20.06
Maize,57689,534.0,31185.0,11.29
Maize,57689,534.0,31185.0,13.05
Maize,57689,534.0,31185.0,19.13
Maize,57689,534.0,31185.0,17.05
Potatoes,312853,534.0,31185.0,16.12
Potatoes,312853,534.0,31185.0,20.06
Potatoes,312853,534.0,31185.0,11.29
Potatoes,312853,534.0,31185.0,13.05
Potatoes,312853,534.0,31185.0,19.13
Potatoes,312853,534.0,31185.0,17.05
"Rice, paddy",63540,534.0,31185.0,16.12
"Rice, paddy",63540,534.0,31185.0,20.06
"Rice, paddy",63540,534.0,31185.0,11.29
"Rice, paddy",63540,534.0,31185.0,13.05
"Rice, paddy",63540,534.0,31185.0,19.13
"Rice, paddy",63540,534.0,31185.0,17.05
Sorghum,20677,534.0,31185.0,16.12
Sorghum,20677,534.0,31185.0,20.06
Sorghum,20677,534.0,31185.0,11.29
Sorghum,20677,534.0,31185.0,13.05
Sorghum,20677,534.0,31185.0,19.13
Sorghum,20677,534.0,31185.0,17.05
Soybeans,18740,534.0,31185.0,16.12
Soybeans,18740,534.0,31185.0,20.06
Soybeans,18740,534.0,31185.0,11.29
Soybeans,18740,534.0,31185.0,13.05
Soybeans,18740,534.0,31185.0,19.13
Soybeans,18740,534.0,31185.0,17.05
Sweet potatoes,172474,534.0,31185.0,16.12
Sweet potatoes,172474,534.0,31185.0,20.06
Sweet potatoes,172474,534.0,31185.0,11.29
Sweet potatoes,172474,534.0,31185.0,13.05
Sweet potatoes,172474,534.0,31185.0,19.13
Sweet potatoes,172474,534.0,31185.0,17.05
Wheat,21673,534.0,31185.0,16.12
Wheat,21673,534.0,31185.0,20.06
Wheat,21673,534.0,31185.0,11.29
Wheat,21673,534.0,31185.0,13.05
Wheat,21673,534.0,31185.0,19.13
Wheat,21673,534.0,31185.0,17.05
Maize,59403,534.0,34091.0,16.48
Maize,59403,534.0,34091.0,20.16
Maize,59403,534.0,34091.0,12.13
Maize,59403,534.0,34091.0,13.93
Maize,59403,534.0,34091.0,18.94
Maize,59403,534.0,34091.0,17.51
Potatoes,313056,534.0,34091.0,16.48
Potatoes,313056,534.0,34091.0,20.16
Potatoes,313056,534.0,34091.0,12.13
Potatoes,313056,534.0,34091.0,13.93
Potatoes,313056,534.0,34091.0,18.94
Potatoes,313056,534.0,34091.0,17.51
"Rice, paddy",83263,534.0,34091.0,16.48
"Rice, paddy",83263,534.0,34091.0,20.16
"Rice, paddy",83263,534.0,34091.0,12.13
"Rice, paddy",83263,534.0,34091.0,13.93
"Rice, paddy",83263,534.0,34091.0,18.94
"Rice, paddy",83263,534.0,34091.0,17.51
Sorghum,26195,534.0,34091.0,16.48
Sorghum,26195,534.0,34091.0,20.16
Sorghum,26195,534.0,34091.0,12.13
Sorghum,26195,534.0,34091.0,13.93
Sorghum,26195,534.0,34091.0,18.94
Sorghum,26195,534.0,34091.0,17.51
Soybeans,18974,534.0,34091.0,16.48
Soybeans,18974,534.0,34091.0,20.16
Soybeans,18974,534.0,34091.0,12.13
Soybeans,18974,534.0,34091.0,13.93
Soybeans,18974,534.0,34091.0,18.94
Soybeans,18974,534.0,34091.0,17.51
Sweet potatoes,244444,534.0,34091.0,16.48
Sweet potatoes,244444,534.0,34091.0,20.16
Sweet potatoes,244444,534.0,34091.0,12.13
Sweet potatoes,244444,534.0,34091.0,13.93
Sweet potatoes,244444,534.0,34091.0,18.94
Sweet potatoes,244444,534.0,34091.0,17.51
Wheat,18412,534.0,34091.0,16.48
Wheat,18412,534.0,34091.0,20.16
Wheat,18412,534.0,34091.0,12.13
Wheat,18412,534.0,34091.0,13.93
Wheat,18412,534.0,34091.0,18.94
Wheat,18412,534.0,34091.0,17.51
Maize,47544,534.0,37215.0,16.28
Maize,47544,534.0,37215.0,20.62
Maize,47544,534.0,37215.0,12.46
Maize,47544,534.0,37215.0,13.61
Maize,47544,534.0,37215.0,18.9
Maize,47544,534.0,37215.0,18.05
Potatoes,322292,534.0,37215.0,16.28
Potatoes,322292,534.0,37215.0,20.62
Potatoes,322292,534.0,37215.0,12.46
Potatoes,322292,534.0,37215.0,13.61
Potatoes,322292,534.0,37215.0,18.9
Potatoes,322292,534.0,37215.0,18.05
"Rice, paddy",94256,534.0,37215.0,16.28
"Rice, paddy",94256,534.0,37215.0,20.62
"Rice, paddy",94256,534.0,37215.0,12.46
"Rice, paddy",94256,534.0,37215.0,13.61
"Rice, paddy",94256,534.0,37215.0,18.9
"Rice, paddy",94256,534.0,37215.0,18.05
Sorghum,21321,534.0,37215.0,16.28
Sorghum,21321,534.0,37215.0,20.62
Sorghum,21321,534.0,37215.0,12.46
Sorghum,21321,534.0,37215.0,13.61
Sorghum,21321,534.0,37215.0,18.9
Sorghum,21321,534.0,37215.0,18.05
Soybeans,17035,534.0,37215.0,16.28
Soybeans,17035,534.0,37215.0,20.62
Soybeans,17035,534.0,37215.0,12.46
Soybeans,17035,534.0,37215.0,13.61
Soybeans,17035,534.0,37215.0,18.9
Soybeans,17035,534.0,37215.0,18.05
Sweet potatoes,276923,534.0,37215.0,16.28
Sweet potatoes,276923,534.0,37215.0,20.62
Sweet potatoes,276923,534.0,37215.0,12.46
Sweet potatoes,276923,534.0,37215.0,13.61
Sweet potatoes,276923,534.0,37215.0,18.9
Sweet potatoes,276923,534.0,37215.0,18.05
Wheat,19153,534.0,37215.0,16.28
Wheat,19153,534.0,37215.0,20.62
Wheat,19153,534.0,37215.0,12.46
Wheat,19153,534.0,37215.0,13.61
Wheat,19153,534.0,37215.0,18.9
Wheat,19153,534.0,37215.0,18.05
Maize,51212,534.0,34200.0,16.77
Maize,51212,534.0,34200.0,19.75
Maize,51212,534.0,34200.0,12.1
Maize,51212,534.0,34200.0,14.2
Maize,51212,534.0,34200.0,19.28
Maize,51212,534.0,34200.0,17.55
Potatoes,321265,534.0,34200.0,16.77
Potatoes,321265,534.0,34200.0,19.75
Potatoes,321265,534.0,34200.0,12.1
Potatoes,321265,534.0,34200.0,14.2
Potatoes,321265,534.0,34200.0,19.28
Potatoes,321265,534.0,34200.0,17.55
"Rice, paddy",91615,534.0,34200.0,16.77
"Rice, paddy",91615,534.0,34200.0,19.75
"Rice, paddy",91615,534.0,34200.0,12.1
"Rice, paddy",91615,534.0,34200.0,14.2
"Rice, paddy",91615,534.0,34200.0,19.28
"Rice, paddy",91615,534.0,34200.0,17.55
Sorghum,32215,534.0,34200.0,16.77
Sorghum,32215,534.0,34200.0,19.75
Sorghum,32215,534.0,34200.0,12.1
Sorghum,32215,534.0,34200.0,14.2
Sorghum,32215,534.0,34200.0,19.28
Sorghum,32215,534.0,34200.0,17.55
Soybeans,22667,534.0,34200.0,16.77
Soybeans,22667,534.0,34200.0,19.75
Soybeans,22667,534.0,34200.0,12.1
Soybeans,22667,534.0,34200.0,14.2
Soybeans,22667,534.0,34200.0,19.28
Soybeans,22667,534.0,34200.0,17.55
Sweet potatoes,275000,534.0,34200.0,16.77
Sweet potatoes,275000,534.0,34200.0,19.75
Sweet potatoes,275000,534.0,34200.0,12.1
Sweet potatoes,275000,534.0,34200.0,14.2
Sweet potatoes,275000,534.0,34200.0,19.28
Sweet potatoes,275000,534.0,34200.0,17.55
Wheat,20066,534.0,34200.0,16.77
Wheat,20066,534.0,34200.0,19.75
Wheat,20066,534.0,34200.0,12.1
Wheat,20066,534.0,34200.0,14.2
Wheat,20066,534.0,34200.0,19.28
Wheat,20066,534.0,34200.0,17.55
Maize,49360,534.0,33475.0,17.08
Maize,49360,534.0,33475.0,19.89
Maize,49360,534.0,33475.0,12.09
Maize,49360,534.0,33475.0,14.32
Maize,49360,534.0,33475.0,19.07
Maize,49360,534.0,33475.0,17.57
Potatoes,284527,534.0,33475.0,17.08
Potatoes,284527,534.0,33475.0,19.89
Potatoes,284527,534.0,33475.0,12.09
Potatoes,284527,534.0,33475.0,14.32
Potatoes,284527,534.0,33475.0,19.07
Potatoes,284527,534.0,33475.0,17.57
"Rice, paddy",82573,534.0,33475.0,17.08
"Rice, paddy",82573,534.0,33475.0,19.89
"Rice, paddy",82573,534.0,33475.0,12.09
"Rice, paddy",82573,534.0,33475.0,14.32
"Rice, paddy",82573,534.0,33475.0,19.07
"Rice, paddy",82573,534.0,33475.0,17.57
Sorghum,34003,534.0,33475.0,17.08
Sorghum,34003,534.0,33475.0,19.89
Sorghum,34003,534.0,33475.0,12.09
Sorghum,34003,534.0,33475.0,14.32
Sorghum,34003,534.0,33475.0,19.07
Sorghum,34003,534.0,33475.0,17.57
Soybeans,18714,534.0,33475.0,17.08
Soybeans,18714,534.0,33475.0,19.89
Soybeans,18714,534.0,33475.0,12.09
Soybeans,18714,534.0,33475.0,14.32
Soybeans,18714,534.0,33475.0,19.07
Soybeans,18714,534.0,33475.0,17.57
Sweet potatoes,317647,534.0,33475.0,17.08
Sweet potatoes,317647,534.0,33475.0,19.89
